RSSI,Channel_Utilization,Noise_Floor,Latency_Before,Channel,Decision
-94.9236800836624,43.91,-93.6616520447213,56.4615064589835,1,1
-93.8512765325864,41.34,-91.431675174998,97.9534024782225,1,1
-88.8870222106655,32.41,-91.555885812378,45.7465616602903,149,1
-91.4312969294867,45.22,-88.6041839049432,38.3400308603065,149,1
-93.1474400933544,41.68,-94.3670086389628,14.2749494692086,153,1
-94.6340867391974,37.1,-94.8419928351411,17.0183328971357,48,1
-82.2143349237846,44.51,-79.8833252518912,98.883586999883,6,1
-94.3818885885876,30.16,-95.9307695268946,12.0238777866531,48,1
-98.5783930482315,20.62,-98.358974647667,49.1346739291524,149,0
-88.9381894184326,41.42,-91.5749092901641,14.7968414936058,153,1
-94.1825756017731,23.46,-91.2867028699846,48.6615068014645,149,0
-90.3319055437002,44.28,-89.3573040506121,81.6352472198749,6,1
-82.9912988386462,27.45,-80.4180043138621,82.5915497072982,6,1
-95.4998544042883,35.79,-98.154818861675,14.8382977386347,153,1
-101.230347622874,14.0,-98.4403965369433,31.6984455545479,44,0
-88.1726745351006,35.89,-88.7126044912341,50.4172644422099,6,1
-93.6259625270348,38.17,-95.1153007339035,83.7535705271521,1,1
-92.2319579083104,40.59,-92.660873366368,48.6801767190059,153,1
-94.5405443981435,20.67,-91.9265107954618,20.0787472945291,48,0
-90.1900370073747,45.91,-91.0522480890187,90.3904828020889,6,1
-97.8246865823283,51.88,-96.1993334311452,42.4221336449183,44,1
-93.5243724248439,27.0,-93.1008744625734,56.1450749071713,6,1
-90.8623032016706,19.0,-90.5911809510868,48.5776488548009,149,0
-95.0730380423512,35.19,-94.0921224471003,14.8754001388916,153,1
-92.116953445927,38.19,-89.2095497995439,31.2775446345665,149,1
-88.4934575144096,52.45,-87.7388022324344,85.8913482928762,6,1
-94.1782964584983,21.5,-97.143475514763,87.2531397253707,6,0
-94.2080080423107,34.86,-93.7935153965505,96.8592102246827,1,1
-91.2665333795565,37.6,-92.4710165459029,25.8893135891063,149,1
-86.4031930111695,28.14,-86.4387826967688,56.8424287609393,6,1
-84.5063382297478,37.14,-86.3600270174957,31.2921745539266,157,1
-95.2225600584649,49.65,-93.4910194184761,31.9829924462313,149,1
-93.8911357217521,38.03,-95.5480490232244,34.8353314271911,149,1
-89.1135701014294,32.2,-86.7945615252091,50.1964236792903,6,1
-94.2773875496823,36.76,-96.8499247005023,69.5110598438948,1,1
-95.4267756353321,22.21,-98.0935587801673,31.0097563199826,48,0
-103.361380856338,44.94,-104.568606310284,21.6596660539912,40,1
-89.5149573506032,34.79,-91.8771224227255,59.628804867342,6,1
-89.7596247676884,42.66,-88.50307572515,88.3376980060902,6,1
-83.2284431405578,34.94,-81.7771611443833,57.0629707739422,6,1
-87.6742699248095,38.61,-86.8823378424324,91.5683853110985,6,1
-90.4644940717967,52.19,-88.3895929082765,67.4321259166622,6,1
-89.8822195996794,35.77,-87.6540465325778,97.8725475853278,6,1
-102.339930197301,24.82,-101.338786946391,27.8174564137978,48,0
-92.4987605399761,19.64,-92.512901230043,72.4161297774884,6,0
-93.2689750716441,56.43,-90.3862979006584,36.6707021966907,48,1
-92.8031285542015,34.77,-92.062417494166,52.3362519385198,6,1
-92.9794373979501,42.35,-91.4614330210584,49.2984857183313,149,1
-94.4099526559836,25.81,-96.0779236444687,68.1686313090064,6,1
-94.8974082041914,44.46,-92.2029068407271,23.1945398819012,48,1
-86.8568531938598,42.53,-89.2039733173702,45.4297357067245,149,1
-94.6777342690793,12.94,-96.4560063868838,79.5974711078403,6,0
-92.1899767616359,27.61,-94.2286813517808,22.626119446191,149,1
-99.6901145345282,28.38,-97.2311726895359,24.1562266884726,48,1
-93.0156541174665,27.98,-90.4710078219989,97.0788426366966,6,1
-87.6215695110321,26.54,-88.2590716748261,53.2913600707371,6,1
-90.0998651742034,30.88,-87.1622737078897,24.8211583830746,149,1
-93.3812564096646,59.19,-95.8854452398064,64.0756479350789,1,1
-87.4801769595877,47.58,-89.7476869460825,58.5336814864071,6,1
-92.869197059517,35.26,-95.7281898134685,44.7703075983996,149,1
-96.4643949706648,26.54,-95.222454214826,22.0022513618044,48,1
-101.601507686734,38.08,-101.401102426226,32.5791628284111,48,1
-94.3834952633,49.14,-95.0763253954317,15.5875596419474,48,1
-90.9761522814384,29.3,-91.2231929474632,89.7453781611451,6,1
-85.7963860284676,44.25,-84.6241077530569,74.5713167371731,6,1
-95.0525805545567,24.3,-97.3844226292835,10.9686969056915,149,0
-87.1025319254938,24.22,-87.0838719484373,59.510648618385,6,0
-90.1384153475472,21.74,-90.6564954130963,86.8016808682944,6,0
-99.0239087895585,48.68,-101.847312303583,41.9353239680543,44,1
-88.6678431001908,28.02,-88.6690948777241,63.5720108253376,6,1
-92.4371728052066,38.47,-94.8695438994505,47.8133626205811,153,1
-81.0417854915811,47.06,-79.9137204807994,65.0241441358501,6,1
-89.9170902416396,23.47,-90.7745316534676,61.5457343272542,6,0
-96.1917858096874,39.41,-96.4100979463325,50.7929882767532,1,1
-87.7605947542067,21.52,-90.5326166120371,63.498388568121,6,0
-92.4994097046965,38.23,-92.7281893059639,41.7332555354223,48,1
-89.0605707464591,43.19,-88.1244403503354,67.2718712608652,6,1
-89.7220456501964,31.55,-91.0376615732015,24.9478393669752,153,1
-81.7759924368762,48.59,-83.632503487851,85.7960516856427,6,1
-87.5728614121826,23.75,-84.6345226168543,51.6456884330586,6,0
-93.9082052962019,36.32,-95.323577035624,90.1764712398416,1,1
-93.1208770125828,36.26,-90.5846058732162,15.3195719898668,153,1
-97.283041111208,22.63,-100.036546921474,59.562106453806,6,0
-90.9649114379805,51.56,-91.7081559625161,76.1955200531271,1,1
-88.9321057800771,17.24,-87.3070443793537,80.19072042093,6,0
-91.1882168010185,33.02,-89.2638528521689,74.6607339063439,6,1
-94.9893442602434,41.01,-95.695893184379,39.8483646267849,48,1
-90.709073767561,29.83,-91.3233892428051,83.635096178236,6,1
-90.5774220301509,15.33,-90.747253467354,62.3573896381857,6,0
-92.1358813715574,36.11,-90.2631229527201,38.4382247499086,153,1
-88.9067998789463,41.72,-89.4249997881647,54.9169669936024,6,1
-96.1765620635784,24.46,-98.8969162379791,66.2722024064443,6,0
-91.9932809103151,37.05,-94.593597434343,62.7442031109085,6,1
-93.3761722019061,26.48,-92.4150518982917,18.4650742341195,149,1
-90.7139970171543,42.45,-88.8321179730711,96.1309172651303,6,1
-91.4521439536936,28.93,-90.5922813281474,11.6173208387972,157,1
-94.0708822375294,34.84,-96.4971159832859,42.1591240418346,149,1
-98.3932147715366,44.44,-97.2668875963307,42.9250746268788,44,1
-90.5436910576574,30.73,-89.6066668739388,56.5463279747429,6,1
-92.2084183646622,30.37,-92.5038863700675,26.0439466116811,149,1
-97.2135853476608,26.24,-98.9341761549877,33.7605080363233,48,1
-86.8546923703502,25.4,-86.870801786563,74.073871972903,6,1
-91.7589812923596,22.62,-90.5557687548424,85.8287467617158,6,0
-93.8513512069927,43.69,-93.3217845266588,98.202161556643,1,1
-87.106387963484,35.73,-88.0746616568535,41.449359330832,153,1
-94.7924088035287,38.08,-97.7348236843003,19.7018823254564,149,1
-88.0601211493068,21.99,-89.5035428313748,63.661106634433,6,0
-96.8179393840921,37.81,-94.8740290333818,32.0596118140534,48,1
-94.3944206998467,36.85,-94.1992404654615,49.550485509465,48,1
-89.0240781301001,31.17,-86.9324121147576,51.3688542507967,6,1
-101.007662362648,50.36,-100.205437844256,82.538805221166,1,1
-96.2380631563347,36.44,-94.579806838667,19.1487235851722,48,1
-95.8866994119959,30.29,-94.8740847994532,15.454680061281,48,1
-92.1331236634156,45.29,-90.4163171395951,27.4079201139699,149,1
-91.4581273368207,29.71,-92.0451247350307,75.2401591394512,6,1
-96.8457496712962,24.41,-97.7837981933198,16.4682938454142,153,0
-92.3385310016283,32.3,-94.6548573195452,83.4957009398218,6,1
-95.4211652476197,38.1,-93.7990535167794,10.3902655826196,149,1
-93.8060193271238,42.03,-91.8366841334217,90.6043106429191,1,1
-102.131280515761,15.58,-103.709057445004,25.8451488507942,48,0
-92.8555065098919,30.32,-91.2331176311722,55.7827311193076,6,1
-90.1286352640458,37.69,-87.5168844387972,51.8226453859518,6,1
-93.6091051581148,44.86,-94.5721210518067,74.7497409984895,1,1
-94.2169011440116,50.23,-91.6953255560419,94.9983259898095,1,1
-98.4553106604233,50.89,-98.80264537744,22.6819483917707,48,1
-96.6212868169761,22.81,-98.8069615818645,20.5600865314243,149,0
-93.8277939237078,20.21,-92.3009145224923,38.122429803749,149,0
-89.622628708926,38.87,-87.8791710115547,81.64297019614,6,1
-85.2875566221261,50.51,-84.7373058387295,71.5770969110448,6,1
-82.5167870058929,38.51,-81.7925651962751,69.1238249216722,6,1
-95.8915141121927,46.63,-96.0984204229086,66.0492992584361,1,1
-80.7602821096131,54.19,-83.2950050274884,63.7037743850675,6,1
-86.5961684425423,23.78,-88.9529914719794,70.2740986217092,6,0
-87.604894312854,28.67,-85.0546588625361,77.2398322113276,6,1
-94.0524729255114,41.4,-92.5920841802163,48.345423947259,44,1
-90.3402005666993,43.05,-88.9665108460236,42.5204436482174,48,1
-90.8502760085908,10.96,-88.2512111800906,92.1160152314898,6,0
-88.9069110940255,32.7,-90.8106749982538,45.7920799047567,153,1
-90.1435940288938,32.37,-87.3359317830191,33.1200663489049,149,1
-88.2847990509555,44.7,-89.3200191558527,56.5971545096795,6,1
-82.8728043649157,44.15,-81.032258982181,56.3193211202833,6,1
-100.859743122685,34.52,-101.70566962031,36.0477055217611,44,1
-88.9288950511653,40.35,-88.9596076252009,94.6452912382341,6,1
-102.547073750247,19.35,-101.241438558257,36.5437208291932,44,0
-93.5020066746934,53.19,-91.344256359572,45.9807041146772,44,1
-88.2496024983329,38.11,-89.539493394897,96.0387600750253,6,1
-101.420780454338,38.96,-103.394597963967,37.3935205344673,44,1
-95.9813114012643,43.48,-93.6420905678213,39.8526995018582,48,1
-95.4856552901702,34.05,-98.3943641434807,20.7861523448465,149,1
-88.4744365220248,22.98,-86.7954525641875,72.8134664768457,6,0
-83.63425787041,24.77,-85.9591819749811,94.263178683606,6,0
-94.2734097233713,27.17,-92.7341747200138,49.2439049805403,149,1
-95.2485807994075,25.63,-97.3098628102772,37.4062101753355,153,1
-90.2087043372394,42.98,-91.8358558911371,80.485137922518,6,1
-89.6887782812684,37.0,-90.183772954701,15.0560054858944,153,1
-100.189382479725,32.77,-101.032860967488,27.3820604789999,149,1
-90.698599533156,38.98,-92.2248526788103,73.0977016125032,6,1
-97.7336231356538,17.37,-97.698913034094,41.5314475440785,48,0
-87.9062564873536,25.28,-87.9579763708078,96.5544135474972,6,1
-91.8134079346685,34.02,-93.1691363084441,15.6740733630343,149,1
-94.8330910012687,36.25,-97.6204704066053,24.9526457687917,149,1
-96.534269983539,36.84,-96.6406257482737,47.1656758411007,44,1
-87.887063296486,39.71,-87.3113794705096,43.1406730768707,149,1
-92.1798071049892,30.76,-94.9834106061692,80.1312682353487,6,1
-88.1699729035106,51.96,-89.7771166235005,40.4263926881005,153,1
-95.9983865092823,14.62,-95.7292549665665,14.2694672805839,149,0
-103.268429864149,36.5,-104.343104372256,43.529606834729,44,1
-94.0670558183952,36.09,-94.3258013439149,97.4767540368458,1,1
-93.4396051353334,36.49,-92.2082311312736,19.0361975799911,48,1
-84.205882010385,29.76,-85.5024418010052,41.3489884278436,157,1
-101.468880942006,43.78,-104.296492487194,19.859070616815,44,1
-89.6525174030616,43.18,-88.2573266980088,92.5695847679046,6,1
-97.7230222500305,39.35,-96.7437486549083,74.9343481504663,1,1
-86.674577238022,21.17,-87.2094537405534,38.2474121123967,157,0
-94.487555522203,34.36,-94.2916772459073,35.3885303216704,48,1
-91.0500071804835,33.51,-91.787556341063,46.8299874723581,149,1
-90.2374083848434,37.83,-90.3876434452522,25.2825623768637,149,1
-94.3833505618279,34.6,-93.9966800970412,14.4178381335574,149,1
-106.748359289046,27.74,-106.165945378869,18.7379148630748,44,1
-87.8822610391672,24.12,-87.0710850457954,71.2736056296869,6,0
-94.5814551567147,32.06,-97.09138373251,12.611250166338,149,1
-85.2503559580339,39.75,-88.1803452311886,92.279377482425,6,1
-96.9045720380726,32.33,-96.4247186914326,41.3773255122189,48,1
-92.5627345468311,38.85,-93.0389531255581,89.1645046219433,1,1
-93.8923005560415,28.61,-95.3010688246201,96.8260094525393,1,1
-94.1111697369685,21.76,-94.6553616819207,61.2405768226289,6,0
-88.9297739982316,21.7,-90.1254984306405,34.0362160573669,153,0
-99.3150292380526,35.96,-102.31268410297,11.1748985449922,48,1
-93.3369447529945,42.31,-93.4808295642974,43.1994416832149,48,1
-91.9165605622243,22.37,-91.3994456782499,68.1844044359706,6,0
-95.0785149919993,45.6,-92.4273697221098,45.9279792195689,44,1
-88.0905955034598,19.16,-88.1794905196503,71.4834233800832,6,0
-94.897269107158,16.56,-97.0915728910914,62.2667056847209,6,0
-90.4800687521257,32.1,-90.6122827970721,62.1572894831749,6,1
-93.674054004739,34.97,-95.2979072090681,69.3333636772334,6,1
-87.9787969405394,49.23,-89.4343464951278,70.535543569553,6,1
-93.8094459750448,23.7,-95.2416250393645,90.4347758202043,6,0
-99.3759924916573,36.95,-101.30195673933,29.0510846157726,44,1
-87.0621096996219,38.82,-84.0817029210747,56.1696259911532,6,1
-85.6792655053037,32.54,-85.90726544088,36.3188956397516,153,1
-99.0438248920949,40.99,-96.547833778716,21.202402604682,44,1
-86.1990554649734,30.39,-84.1902141957178,65.1487376141784,6,1
-88.2503248478176,37.97,-87.0266166473206,61.7619114353507,6,1
-86.5475279316294,36.93,-89.2254389154265,26.4670560528922,153,1
-93.6366313364308,33.58,-93.3752782832003,23.7711113400439,149,1
-88.6721884138656,36.83,-88.844774556513,75.0379408599092,6,1
-89.3564624680329,42.91,-88.9406748632241,72.8981607244767,6,1
-107.361245360194,34.63,-106.920532103959,22.8637369874923,40,1
-102.693244539629,47.72,-102.127864208231,40.7711622469061,44,1
-86.4927257448493,44.19,-89.0268032602753,66.0388474021239,6,1
-105.680471626489,27.67,-103.055045001885,22.4199964394161,44,1
-78.7013584088801,27.92,-79.236215010565,73.3328375151281,11,1
-90.8283950499237,42.29,-87.8334075545928,89.0806696772439,6,1
-90.5266948132526,39.61,-90.4222576521616,74.0092320792642,6,1
-93.8924146567085,39.47,-91.9453454860072,43.1971787304756,48,1
-101.90257392902,29.26,-103.292797868582,38.8867452689799,44,1
-82.3173913439353,34.85,-80.1918873562928,74.0898722655261,6,1
-91.9677317154428,35.23,-93.843698840189,23.8846315924377,149,1
-98.1953522672566,55.42,-99.5337181560454,67.6857045460881,1,1
-101.320030839736,25.81,-99.2047749704838,18.1991693130364,48,1
-83.8501107773566,46.89,-84.3942703368647,69.9254772362971,6,1
-96.1379523055029,26.56,-98.5438638828144,53.5720433951539,6,1
-93.99315064328,26.44,-95.51264492439,23.3744062083272,149,1
-100.976466702495,42.92,-102.701882915737,41.4447332748646,40,1
-88.0845868373059,26.19,-86.0265108337411,69.1037568142218,6,1
-91.0758070750236,35.66,-89.7643340687121,46.5798640265823,149,1
-92.4254861808252,21.1,-93.2573162339845,73.0536912496823,6,0
-90.0897036417322,44.24,-88.286151304132,22.85174471303,149,1
-89.3108454466759,36.45,-89.8822278144889,89.2960649488077,6,1
-103.741908280704,23.94,-102.948951285585,29.2746991709846,48,0
-98.3258822498412,27.81,-96.3050121844758,30.749864908412,44,1
-91.5276016917367,31.8,-93.4169616744253,77.0928714402886,6,1
-88.7337568292706,56.11,-87.4260022042016,70.4608678292419,6,1
-84.1458930627563,38.99,-84.8598705802561,89.730589024471,6,1
-87.6961534144999,34.2,-89.796932085062,53.3487696887318,6,1
-94.1185494095084,38.77,-92.6598724910408,46.6711742223745,149,1
-96.758113017733,30.21,-96.8629676855526,23.8359302273566,48,1
-97.9460997024238,35.38,-96.8333311244022,44.7705478921666,48,1
-92.821224999092,47.72,-92.4745338738144,13.2166857395911,149,1
-89.8332542406277,34.43,-89.8342111922773,70.0903328237004,6,1
-89.0053659767109,22.2,-88.1798757209863,68.6744335172715,6,0
-88.3856110939176,28.07,-88.5226819800105,91.6011332588757,6,1
-91.0003391704741,44.87,-90.5113314709639,86.1892604962286,6,1
-92.3419131059197,20.93,-91.831637702902,69.3480700459903,6,0
-105.745918873726,19.86,-103.816492021806,15.2589573799318,40,0
-96.8695090830582,51.72,-94.9963811201066,17.5490927740663,48,1
-87.989225389163,45.47,-87.3500468909045,74.7427104321393,6,1
-87.8066381768714,34.54,-86.2887363958506,82.4746573892492,6,1
-89.1139220656307,46.87,-91.0322646057989,51.1587460837631,6,1
-83.1637792667056,24.92,-85.7948292394882,70.6444014932679,11,0
-100.074755061204,42.8,-100.780045849069,14.4707545047619,48,1
-87.7620924582602,32.69,-89.0935921855224,65.8154594158259,6,1
-89.9325314563054,28.93,-90.6207697456594,26.5146884921734,157,1
-104.00138788546,36.9,-103.200074521331,44.6071594158774,48,1
-85.7493376794295,36.63,-84.6077510223012,18.0609723655394,157,1
-88.2322154662783,23.32,-89.7885248496735,77.1221155456509,6,0
-94.5605081915456,55.13,-93.0192190834196,10.8976211803465,149,1
-91.1699946392387,31.19,-92.6759320291246,10.8879972606246,149,1
-86.6885270497517,39.54,-88.5183459231485,93.4651496072078,6,1
-89.3536634180893,52.28,-89.7963788191912,39.4561879737515,153,1
-95.0170740638408,54.67,-93.1679409968426,62.5882633891323,1,1
-94.5622802585761,47.3,-92.4149164323199,86.5197735870531,1,1
-93.2391488146322,35.29,-95.5385374855866,25.1960600879735,153,1
-98.8544757124736,43.82,-98.5910459075193,34.1730644918759,44,1
-89.384583084506,26.39,-86.7456232286405,66.2493704778543,6,1
-90.8467215435229,31.39,-93.3059123549982,33.5744420798429,153,1
-96.6472428899337,36.17,-98.6995799778511,38.1055468839407,44,1
-91.372636937687,37.69,-89.3624799848841,54.7100963285792,6,1
-95.1630919286406,43.7,-94.6861730399024,24.918648509835,149,1
-93.3643381610693,57.31,-95.9422860204268,66.1447861688277,1,1
-88.1466002474065,41.44,-89.3408670376607,66.3452755863853,6,1
-93.070360751811,12.62,-90.1412843387195,88.5392121496665,6,0
-99.834614973797,28.71,-100.209032389588,39.9015177082696,48,1
-84.987301199396,37.33,-86.5307112419586,90.8856840200963,6,1
-85.6470704095789,32.86,-85.2198462118344,25.4412219484158,157,1
-92.8151807392702,55.42,-91.6034364424057,17.4472928920002,149,1
-105.52876904664,33.28,-105.601340217436,26.1150186043638,48,1
-105.685221920071,35.94,-105.821979387223,37.4123775507047,40,1
-83.2558168515036,29.64,-82.1849273182181,60.6028671930431,6,1
-96.9437638746111,49.36,-95.1359452100364,75.534832862192,1,1
-102.545649793481,32.75,-103.106831870845,11.3548645951116,48,1
-91.5801874086782,25.18,-88.658705123369,51.042261990385,6,1
-86.1335608957619,29.4,-88.6273782077133,20.2949991669096,153,1
-89.5589582256916,42.9,-86.5950530977193,53.4735247108078,6,1
-89.5420178426843,40.79,-91.7717161051672,66.4473168985234,6,1
-83.5088318263253,51.16,-84.4412905473187,51.535679270702,6,1
-93.1822045008038,53.85,-95.7861036044062,36.9710295344201,44,1
-91.8353971315319,56.21,-93.1796132827482,69.1678036986635,1,1
-95.8283112081723,20.16,-94.5936398475988,68.2126470694526,6,0
-97.5685673085628,31.79,-99.2353240665869,34.6547972453832,48,1
-91.0725766672611,32.96,-90.0354804787737,45.2834125447116,153,1
-91.3582123368679,34.88,-89.6199402816046,77.2617859162787,6,1
-87.5298402299076,41.75,-87.1363251662113,43.8938985981758,149,1
-83.1414966773843,31.98,-84.5623456934001,64.3925234249634,6,1
-89.6989297178722,34.06,-90.7216029851354,13.4836320518426,153,1
-95.6054082733873,24.3,-96.8861434225401,41.6058998850895,48,0
-88.1830129336188,27.34,-87.7883039181899,88.2353888470755,6,1
-88.1931516423765,33.72,-85.3412563720692,82.9635261356394,6,1
-89.3824033012984,11.15,-86.6963099330859,69.7388034319741,6,0
-94.181970451911,29.84,-92.0498570178806,20.408931570383,153,1
-100.779843461792,38.83,-101.805902782648,47.6879790593445,44,1
-95.0778429812483,30.21,-98.064270365053,51.8981973654057,6,1
-92.8383194189966,38.62,-94.3662055339994,61.1180652374085,6,1
-101.384345018293,44.59,-104.180979385398,78.4539558816488,1,1
-92.2453130351989,43.22,-94.5836923151611,61.3896570917109,6,1
-97.7610395246438,30.13,-96.2549806416417,40.8502652581024,44,1
-84.8624406285819,35.21,-84.3944251109878,57.115896891238,6,1
-95.7816441242821,26.02,-97.1179535833902,59.292072373699,6,1
-93.4004797839261,31.65,-90.5681749011573,88.4553211313505,6,1
-90.1078029730291,38.91,-87.8696028912259,56.3522126181028,6,1
-98.4712635923893,34.97,-97.4747978171444,13.7044302644015,48,1
-86.2074368214671,47.43,-83.5677083409312,51.6782469178532,6,1
-95.2064634350364,37.5,-97.6859716220281,45.9840237905294,149,1
-98.3769012692971,34.05,-96.8274372607052,71.2711129563192,1,1
-89.3031921250283,35.04,-88.7945729070208,36.4438381920141,149,1
-89.6686064411975,29.92,-90.3759197322204,20.8098977391085,153,1
-92.9866178900094,38.29,-90.19296894387,55.5686285653378,6,1
-94.0829922142369,44.63,-96.9292099948488,99.2138727333887,1,1
-88.1898892903724,36.99,-86.7084356503574,80.4869883666315,6,1
-93.7582010652394,46.28,-91.7272975584247,39.8345804652806,44,1
-94.4440368468933,29.71,-93.4446271499497,30.9977998193003,48,1
-90.1555938379429,38.74,-92.7792497325946,80.864905765147,6,1
-90.0516430192488,25.78,-88.7790384683616,92.2021686482552,6,1
-93.0652565321268,21.04,-95.6831540809876,65.9100928228072,6,0
-98.1616434605934,41.33,-99.6106722873826,96.4379931253552,1,1
-93.3877744646634,53.9,-95.6067283125185,15.5417507114854,149,1
-89.1872152473223,29.6,-91.4091683531628,63.9286769183654,6,1
-91.729417874378,20.54,-94.2003019237117,90.6030667268826,6,0
-83.8333560592544,34.08,-82.9673888685829,52.9160436062698,6,1
-93.2036360392013,36.58,-95.8646489307351,39.5626597039382,149,1
-96.2738905989233,31.87,-94.6202705611638,46.1095396622275,48,1
-111.899046974929,43.43,-114.603182848387,34.8313176273144,40,1
-95.0599625677792,37.24,-97.9159868929787,21.6560906515297,48,1
-89.6484228650671,43.6,-87.9667702823167,31.503831317236,149,1
-91.9258554953667,34.83,-89.4714752305187,66.232566129662,6,1
-88.0950157273492,11.33,-88.7100504499398,87.3662887290144,6,0
-100.272549125262,26.85,-98.7457961038146,43.8074667381228,44,1
-91.7198116829696,28.08,-90.8622876478935,87.1028061578529,6,1
-95.071674147533,32.57,-97.1197035432608,14.6613975073082,149,1
-91.1051569580945,25.34,-93.6839136609877,46.0926885333086,149,1
-99.9974340590327,40.53,-100.663863233156,24.1689988212677,48,1
-94.8567903347223,32.89,-92.6819553191313,12.8241760237288,149,1
-95.1175808391963,40.33,-94.9418120454067,34.0876127750648,48,1
-90.1188645700171,41.75,-91.8590589178555,15.3994795483003,149,1
-91.9999045453872,37.49,-90.0892686192972,61.0156364012741,6,1
-91.4836671924044,25.32,-90.6371169622409,31.1484402299496,153,1
-91.3994069751125,43.27,-90.1916469225822,61.229119132695,6,1
-101.168139961021,17.22,-100.112277674387,31.8880486958169,149,0
-96.9124929387831,43.76,-96.7412656400715,45.9857011188705,48,1
-93.066285483697,27.05,-92.084830900782,32.083051728927,153,1
-96.9814507246857,42.26,-95.7054664400012,38.3863297853812,44,1
-95.2437559673193,23.61,-93.1858734160321,31.9938437712699,153,0
-102.124587926935,52.61,-100.89040156453,43.7199522535889,40,1
-97.1890600435774,40.37,-96.7624570481957,23.9166413507227,149,1
-99.537838420291,32.87,-99.326270349128,34.2872228899195,48,1
-78.7412666142215,52.03,-75.9069601746317,61.0233713617841,6,1
-88.2225174591133,27.67,-86.6407280039133,28.5606681313257,153,1
-100.657329284297,49.78,-102.935003811563,80.176440325056,1,1
-90.1672357301469,36.89,-92.1134539516087,14.3208524489917,157,1
-90.7153235499759,44.0,-89.1298222697423,82.4519301561456,6,1
-91.7266588746403,37.67,-90.5779923101484,19.3455639224676,149,1
-100.320279466498,32.43,-101.986451142425,40.9220286709623,44,1
-96.4957163822882,35.24,-95.687155084288,40.3552769594926,48,1
-108.702132110174,26.71,-109.039702445707,11.2528714088863,44,1
-91.6708341831645,31.01,-94.4253085577204,99.3913042135754,6,1
-93.4121544947805,33.66,-92.7834449626483,38.7738463474465,149,1
-97.0521614814116,22.62,-98.6517887710412,30.4105058488259,149,0
-104.69151567375,37.1,-104.442758094903,38.6207445820852,40,1
-87.9635144923355,47.62,-87.726599673208,73.3412004399717,6,1
-96.2169327617728,60.88,-97.4092762925666,26.5748832835272,48,1
-85.3366761325485,31.24,-83.1679194577655,62.6091224038941,6,1
-85.8801369132665,53.49,-88.6659298431381,24.9995587113649,149,1
-96.941516461857,43.97,-99.8926642404388,12.373213845487,48,1
-90.305285576065,41.09,-89.2264663082226,95.8415876181234,6,1
-86.6551758548522,12.14,-85.2221380289598,80.4160688193427,6,0
-89.4855796583385,19.81,-89.7519160361168,33.1972608019462,153,0
-89.3583012675534,37.43,-88.1517630542464,92.0598007092664,6,1
-93.4159100981338,38.3,-91.0495682589492,60.6509116252894,6,1
-98.7093064528496,44.76,-99.355308387086,20.9981214299793,48,1
-88.0714660653975,46.03,-90.3203578346622,63.3678617419699,6,1
-100.298265330862,43.42,-102.517922560665,42.4945480402036,48,1
-93.4377257192414,29.83,-92.5082872699949,30.9664726184884,149,1
-94.016278080992,39.98,-92.5553608304372,34.2066996249712,48,1
-90.4588999890631,41.59,-90.376949190818,93.3221304277061,6,1
-101.471354902753,47.12,-98.7619069450293,13.5516121347082,44,1
-94.6714559391667,26.52,-93.2832947809101,60.4019531943854,6,1
-97.1666046728766,45.4,-100.090832353374,14.2734403561064,48,1
-96.2079594069732,46.44,-96.5838682807003,14.0890377740613,44,1
-92.0505236799559,30.06,-93.7444016879652,51.5359679620497,6,1
-88.6410195999469,66.1,-90.1735629537957,73.0621775797487,1,1
-86.3328499229952,36.96,-86.0894873056363,90.7890568947804,6,1
-98.849717610684,28.26,-96.9871045442817,84.4414882108735,1,1
-91.1366203917151,32.65,-92.6453814661506,53.121566363889,6,1
-91.0467091990358,49.36,-93.9523339246518,93.8572942786777,1,1
-94.2700481941935,40.18,-95.0331661312074,21.4852223301366,149,1
-89.8475447071621,49.89,-92.0023093180527,22.8506024937773,149,1
-93.1581992696234,49.95,-90.4909992161904,43.2903440629991,149,1
-98.1090854757025,36.99,-95.2218888012176,43.80019925239,48,1
-85.4341816867149,33.72,-86.7205184722437,83.2756291354582,6,1
-87.8012515651502,31.0,-90.4624154758476,78.9408159591048,6,1
-87.717400200239,20.67,-88.1723823053617,18.1623588434256,157,0
-84.1591514319804,24.32,-84.7173203499494,11.3021326731627,157,0
-83.0099419463709,52.07,-80.2613938310121,78.4317591167416,6,1
-90.783722667464,57.52,-91.7369995870235,62.1085320168624,1,1
-91.697500145743,42.27,-90.389453673977,14.4231130341523,153,1
-84.7336114087646,56.22,-86.8641972401681,98.2410059308381,6,1
-93.2335403607737,42.47,-91.1946581659947,17.2807239578532,149,1
-86.9882609331177,33.35,-85.1055928009312,52.405471107912,6,1
-101.663859779478,51.07,-99.9527081982768,43.449175054917,44,1
-88.3628604875531,31.78,-90.2609780476181,77.8408460264049,6,1
-94.2058986763147,45.18,-95.6749114305023,48.7531825910484,48,1
-88.1550233069535,16.6,-88.3741814654475,38.8219871675037,157,0
-88.2939299492952,24.68,-90.4075143623303,63.0592188578889,6,0
-88.9039843902289,35.05,-90.2501721701318,54.1734647590978,6,1
-95.9334544018724,44.64,-93.8726142017801,91.8103678330106,1,1
-101.560625407845,28.38,-102.403696990283,23.3719990254692,48,1
