Timestamp,RSSI,Signal Quality (%),Data Throughput (Mbps),Latency_Before,Network Type,BB60C Measurement (dBm),srsRAN Measurement (dBm),Noise_Floor,Channel_Utilization,Interference_Status,Channel,Decision
2025-05-14 01:44:08.082,-93.6471079455815,0,82.1727207805813,30.1010689263009,5G,-97.1408441603333,-101.862655439774,-93.9469334800604,34.81,Moderate,149,1
2025-05-14 01:47:15.292,-86.3630056488915,0,4.42687334474226,98.6480792276585,4G,-85.3324883037902,-96.3456085239704,-88.1122783418842,31.11,Moderate,6,1
2025-05-14 01:50:22.502,-91.728954407744,0,7.65349663827275,73.6898121524931,4G,-88.3386987735358,-98.0734989046801,-93.6949390257462,46.24,Moderate,6,1
2025-05-14 02:02:51.343,-86.5452519574296,0,6.18823952817229,64.9325118864733,4G,-88.8513201129692,-95.5911449685263,-87.4059573198298,44.48,Moderate,6,1
2025-05-14 02:18:27.394,-97.7219050863332,0,94.436988133412,28.7368881969914,5G,-93.3555621259019,-106.568791517891,-95.3393905530233,27.27,Moderate,149,1
2025-05-14 02:27:49.024,-89.9339589439968,0,43.0883560169609,28.7881803251067,5G,-85.0401886330977,-95.457468883532,-88.9854370956789,39.07,Moderate,149,1
2025-05-14 02:37:10.655,-93.8978050974665,0,99.5816608107728,20.105169235527,5G,-96.4188959593914,-100.093526359388,-94.8871619427368,25.28,Moderate,153,1
2025-05-14 02:46:32.285,-98.9016983432279,0,76.4566939052997,15.5601585400943,5G,-100.471790055713,-104.679410260294,-100.235814199289,21.2,Low,149,0
2025-05-14 02:49:39.495,-89.8254015082454,0,8.71477939636881,54.4617702218279,4G,-89.9712261106394,-95.8369595285906,-92.5290053386991,28.73,Moderate,6,1
2025-05-14 02:52:46.705,-97.2565787364778,0,89.9127936454963,39.0673747322463,5G,-100.139324757779,-106.688764486998,-97.9935590988745,43.62,Moderate,149,1
2025-05-14 03:02:08.336,-94.795403609788,0,30.9050494239903,14.9759284423639,5G,-90.849373987899,-102.960669783756,-93.6891027785588,44.53,Moderate,48,1
2025-05-14 03:17:44.387,-97.6008904989495,0,63.3344251821581,48.081518634783,5G,-94.7476653239658,-103.293833455234,-99.2260749604592,40.13,Moderate,48,1
2025-05-14 03:33:20.438,-92.1785458494445,0,6.90343084013196,94.208030143694,4G,-89.385266555741,-101.585355208937,-89.9472759030755,42.25,Moderate,1,1
2025-05-14 03:42:42.068,-91.0449581746826,0,6.94638465229944,97.1185744324824,4G,-89.8442319255136,-100.624105783475,-91.04959400465,40.16,Moderate,6,1
2025-05-14 03:45:49.278,-92.6560342795477,0,70.65649027357,16.6777356944902,5G,-93.2741650462645,-98.9047286993066,-92.1792992000307,28.59,Moderate,153,1
2025-05-14 03:48:56.489,-95.8410111539424,0,89.5848404352957,41.7741629453777,5G,-99.7683797619818,-100.929006992088,-98.6066896181454,39.32,Moderate,149,1
2025-05-14 03:55:10.909,-94.085417194493,0,5.51921465061447,81.3524845369541,4G,-96.7396817624917,-101.55696951111,-94.6839824451823,43.0,Moderate,1,1
2025-05-14 04:01:25.329,-85.3712011593856,0,7.42080460887298,66.2794626165094,4G,-89.8282703819413,-94.627107966515,-84.9761084766174,42.54,Moderate,6,1
2025-05-14 04:07:39.750,-100.087895954916,0,47.7310510128469,29.3621722069671,5G,-97.6543008851569,-110.080929300275,-101.703072212492,46.89,Moderate,44,1
2025-05-14 04:10:46.960,-96.7538695893534,0,73.858687931545,32.2343910542197,5G,-100.008917964832,-106.513792126338,-98.4509822635495,42.08,Moderate,48,1
2025-05-14 04:23:15.800,-96.3635559640239,0,10.3463352081092,43.7820669811001,5G,-92.5822008182693,-105.858592662857,-99.3025004475949,38.51,Moderate,44,1
2025-05-14 04:26:23.011,-94.7196963996602,0,3.85611414586286,54.6360853890758,4G,-99.547421315523,-100.730653975236,-92.4105978394854,45.7,Moderate,1,1
2025-05-14 04:29:30.221,-84.2539732761078,0,7.05919465027374,60.024268664009,4G,-80.4072199779396,-93.2119994923849,-85.6521109736133,34.73,Moderate,6,1
2025-05-14 04:38:51.851,-91.7205174464136,0,5.70105961448763,74.3856045811496,4G,-92.0762255880581,-97.7605004989366,-93.9177051179925,26.18,Moderate,6,1
2025-05-14 04:45:06.272,-85.3872084576857,0,9.2442349206159,62.5250019304971,4G,-82.1321302843516,-93.5834868771672,-87.5962351975694,33.37,Moderate,6,1
2025-05-14 04:48:13.482,-100.801846258664,0,62.5147220085815,20.2464799593906,5G,-100.336971350623,-110.40060384217,-98.7921950596558,27.55,Moderate,48,1
2025-05-14 04:51:20.692,-91.8215906300102,0,51.3179237777239,20.094301865101,5G,-88.5931925295553,-98.0470668374161,-91.1170006059565,28.25,Moderate,149,1
2025-05-14 05:00:42.323,-92.2712474560039,0,54.5237208380967,41.5124721577962,5G,-97.1591318318928,-97.3340995434522,-89.7558475224592,33.55,Moderate,149,1
2025-05-14 05:38:08.845,-89.5779100215977,0,8.29254977965519,92.8495012724098,4G,-91.7756222290987,-98.0698303449193,-91.9598126190268,27.08,Moderate,6,1
2025-05-14 05:53:44.895,-91.5942934993458,0,14.8086974404484,49.6603087809285,5G,-89.3871866077572,-96.988323651446,-93.4973547008364,31.92,Moderate,48,1
2025-05-14 05:59:59.316,-84.8787730806538,0,3.79630893171877,56.4350208603657,4G,-88.4152012537197,-91.5660021961543,-87.1909221950989,16.06,Low,11,0
2025-05-14 06:09:20.946,-101.812987903676,0,97.3479479985277,35.0528316127124,5G,-106.634779162196,-107.700334541985,-101.809684825983,37.13,Moderate,48,1
2025-05-14 06:15:35.367,-95.7680639910865,0,4.74477695185123,92.9133367061042,4G,-98.2689315884732,-104.479947672234,-93.3941123582451,35.01,Moderate,1,1
2025-05-14 06:37:25.838,-97.9173755319937,0,35.4426839351076,38.469553735774,5G,-93.2090439544089,-107.679819713112,-97.8391483685425,26.83,Moderate,48,1
2025-05-14 06:43:40.258,-90.4588999890631,0,8.42401766172632,93.3221304277061,4G,-93.7226718549189,-99.299102861159,-90.376949190818,41.59,Moderate,6,1
2025-05-14 06:46:47.468,-84.0325534845132,0,64.5656333665409,21.3516426512283,5G,-87.9552721810889,-92.7718831628064,-81.9877383112067,44.38,Moderate,157,1
2025-05-14 06:49:54.679,-92.6833001290453,0,4.88035783707315,78.0036294790267,4G,-90.1581454643837,-97.8864552616302,-93.8799912215984,18.92,Low,6,0
2025-05-14 07:02:23.519,-89.8308054849866,0,88.0305859029772,30.112395378823,5G,-91.5450694828328,-96.7031923402844,-89.1175248026516,27.37,Moderate,153,1
2025-05-14 07:11:45.150,-104.403432801366,0,83.0298382214884,27.4234417448723,5G,-107.550805324409,-111.744421771823,-102.823391412516,27.31,Moderate,48,1
2025-05-14 07:14:52.360,-97.7943182855682,0,77.6213400037455,27.073383576496,5G,-93.3405607612518,-103.127024914885,-94.9497923090747,25.6,Moderate,149,1
2025-05-14 07:21:06.780,-89.7534326636309,0,7.64249590979168,75.138634433242,4G,-93.0139394713817,-96.3854306870109,-87.4350487968045,43.29,Moderate,6,1
2025-05-14 07:27:21.201,-88.1554182676353,0,5.84330632062481,53.4175731573678,4G,-90.9724935668573,-93.4137976974889,-88.3631020401454,33.06,Moderate,6,1
2025-05-14 07:46:04.462,-102.341448767229,0,30.4236582447493,11.5878797772832,5G,-105.777171894011,-107.668388433688,-102.637697134509,32.35,Moderate,44,1
2025-05-14 07:49:11.672,-89.2752911037365,0,83.4010284581178,20.7475301338668,5G,-88.5965495211843,-96.5676682881779,-86.44576538795,14.96,Low,157,0
2025-05-14 08:04:47.723,-93.5101763536401,0,9.71998064011188,59.6318258659273,4G,-96.2343007708647,-101.715519932355,-92.4333478740784,41.35,Moderate,6,1
2025-05-14 08:11:02.143,-87.7248100262982,0,5.31624183695515,90.6885865528333,4G,-91.6872967293141,-94.4147989080907,-86.0501568684042,22.61,Low,6,0
2025-05-14 08:17:16.563,-84.9326927901944,0,3.32197578059939,57.3053619064338,4G,-89.4789270312819,-92.4504432541139,-82.982748776916,35.6,Moderate,6,1
2025-05-14 08:20:23.774,-93.0897728996457,0,9.19002053065882,83.3861350833335,4G,-89.1304739189708,-101.127424781692,-93.6792168186099,37.77,Moderate,6,1
2025-05-14 08:23:30.984,-98.7109260551306,0,64.911310834572,11.2775365652869,5G,-100.295218615545,-107.850846113225,-98.3436871040061,48.61,Moderate,48,1
2025-05-14 08:26:38.194,-93.2755846771022,0,64.5007925579101,49.943506094278,5G,-90.411099582793,-103.026102224597,-91.8581772736749,21.91,Low,149,0
2025-05-14 08:32:52.614,-94.8585381270219,0,35.0393419471735,13.9781338272712,5G,-95.6199228267968,-104.856125213533,-94.5370910322802,4.8,Low,149,0
2025-05-14 08:39:07.035,-96.534269983539,0,12.9854918768106,47.1656758411007,5G,-97.5668821926597,-105.115838340519,-96.6406257482737,36.84,Moderate,44,1
2025-05-14 08:42:14.245,-87.1480143654825,0,4.11488874296771,61.2423247273956,4G,-89.9861557239541,-95.7745232201388,-90.0359296835305,53.01,High,6,1
2025-05-14 08:45:21.455,-96.9164364545472,0,60.8280707407482,26.2574509977627,5G,-101.545635168339,-106.361109231999,-96.024108248632,47.39,Moderate,48,1
2025-05-14 08:54:43.085,-104.69151567375,0,31.7504110458013,38.6207445820852,5G,-108.839080094986,-111.965009257105,-104.442758094903,37.1,Moderate,40,1
2025-05-14 09:04:04.716,-90.5728346951341,0,6.65836911814009,57.3800831077831,4G,-92.9665135310278,-99.7413118381015,-92.5773623446756,30.08,Moderate,6,1
2025-05-14 09:19:40.767,-93.9254044086582,0,64.4455060678021,42.262504248494,5G,-93.7669625220368,-102.971573458429,-95.9998904666975,43.07,Moderate,149,1
2025-05-14 09:22:47.977,-92.6805622582232,0,94.3027659492726,31.0609540095084,5G,-91.4705304429815,-101.042686585807,-91.9896628925689,25.26,Moderate,153,1
2025-05-14 09:29:02.397,-87.5408506925075,0,8.40976878564519,83.8093506371454,4G,-89.6943410112376,-93.3309600469254,-88.2968055750776,39.76,Moderate,6,1
2025-05-14 09:32:09.608,-83.992489901299,0,77.834391490269,11.0690106207948,5G,-87.213876604914,-90.8863764392591,-83.83898878121,40.05,Moderate,157,1
2025-05-14 09:35:16.818,-91.1350003209412,0,9.86546843829761,71.0193646463664,4G,-94.0087188992488,-101.06945566638,-91.0582966609227,45.6,Moderate,6,1
2025-05-14 09:47:45.658,-90.7778951327418,0,6.49765675280383,90.7449009939946,4G,-91.5391329397367,-97.8868938783326,-88.2279317020946,62.6,High,1,1
2025-05-14 09:50:52.869,-106.286759225213,0,68.6604057511449,23.1359338045154,5G,-108.480663523033,-112.24090553073,-103.604066614134,38.92,Moderate,44,1
2025-05-14 09:54:00.079,-92.1427576716759,0,6.4124915904795,96.1399788773532,4G,-87.1972136617547,-99.0722136271838,-89.4097081465959,29.91,Moderate,6,1
2025-05-14 09:57:07.289,-89.381931152912,0,3.72688232364996,52.6762130367184,4G,-88.278080905907,-96.5196381334994,-91.8189188547795,34.74,Moderate,6,1
2025-05-14 10:03:21.709,-91.943810221062,0,69.1993241599238,25.936510381793,5G,-88.9498173610422,-99.1013453351326,-92.4391157561884,17.31,Low,153,0
2025-05-14 10:06:28.919,-95.8580988499146,0,98.8057938796839,44.3770093585782,5G,-96.4391142948924,-103.96881041706,-95.347689388489,28.05,Moderate,149,1
2025-05-14 10:09:36.130,-95.2829758107522,0,35.8248306735486,35.3177426987708,5G,-98.3944638954902,-102.497898925668,-94.8072492423874,30.91,Moderate,48,1
2025-05-14 10:12:43.340,-93.4325075775424,0,19.5734198119109,23.7190835337824,5G,-91.5030799209036,-102.802517614382,-94.1102581392625,29.76,Moderate,48,1
2025-05-14 10:25:12.181,-88.5968864710214,0,71.820032785336,29.0478309843368,5G,-89.8350667966103,-97.2229891771905,-87.4649513897876,36.52,Moderate,153,1
2025-05-14 10:28:19.391,-90.9304201264867,0,59.6259107272685,26.4996587286712,5G,-93.8163574802091,-99.9482160693346,-92.9768927357318,26.78,Moderate,153,1
2025-05-14 10:34:33.811,-98.9371273680653,0,23.3817123350341,44.8999390373703,5G,-96.5119962277264,-105.160772062885,-100.31202752471,46.21,Moderate,44,1
2025-05-14 10:37:41.021,-86.36864777846,0,9.75298762208916,93.7616291496382,4G,-83.3642864445925,-94.7010432565078,-87.1090314564566,35.0,Moderate,6,1
2025-05-14 10:43:55.442,-85.5840235772313,0,4.3018265690643,64.7954373768461,4G,-81.6942467631814,-90.9513769654755,-86.8727666925458,34.91,Moderate,6,1
2025-05-14 10:47:02.652,-92.4385515392391,0,4.90441254339991,53.7548404622453,4G,-91.5836412473788,-99.7762341512724,-91.4636984200284,31.72,Moderate,6,1
2025-05-14 10:50:09.862,-86.0406506162591,0,5.01651915680592,90.4892117125165,4G,-84.6868109879615,-92.9313668312768,-87.6791720647402,36.55,Moderate,6,1
2025-05-14 10:59:31.492,-87.6598708005808,0,4.19915522197987,90.3982764499532,4G,-86.0505349706057,-93.329891480944,-84.99324369828,43.25,Moderate,6,1
2025-05-14 11:02:38.703,-95.2423499951282,0,7.93359888312162,50.5346360570104,4G,-98.2521884062536,-104.133960236147,-96.7386535362545,26.33,Moderate,6,1
2025-05-14 11:05:45.913,-91.579744497719,0,7.98422827823575,85.8348426856206,4G,-93.4443304210828,-98.0687122262902,-93.0893919342366,28.42,Moderate,6,1
2025-05-14 11:08:53.123,-95.9722131555608,0,63.2083157203631,27.5587981567713,5G,-98.9045367033733,-101.284388128393,-93.595239248946,31.96,Moderate,149,1
2025-05-14 11:12:00.333,-87.3723901078345,0,4.38126746728653,81.9986536583606,4G,-91.4919688924432,-94.0073246001452,-86.020375129735,21.54,Low,6,0
2025-05-14 11:15:07.543,-89.9182597527994,0,6.80257907998647,52.889759306165,4G,-91.8340668573096,-96.1543043042992,-90.9635725174269,26.81,Moderate,6,1
2025-05-14 11:24:29.174,-98.9667696224913,0,18.7438472745802,13.3279573939088,5G,-99.2011073569943,-104.048712868109,-98.7753040616818,30.24,Moderate,48,1
2025-05-14 11:27:36.384,-85.07752832781,0,9.66151522670151,68.3179791842028,4G,-87.2296545412295,-94.2486850004013,-87.8374867966944,43.74,Moderate,6,1
2025-05-14 11:30:43.594,-86.7014878932812,0,7.10383980096579,73.4059906347972,4G,-86.1260247122707,-93.2391116342978,-85.9011755554741,37.63,Moderate,6,1
2025-05-14 11:40:05.225,-88.3386406955657,0,84.836666144169,44.7261054680836,5G,-85.9873376709024,-97.6796920722335,-90.956970347884,36.94,Moderate,153,1
2025-05-14 12:01:55.696,-89.5715416935465,0,8.68115923717272,91.7552318227659,4G,-87.3067375932227,-97.8175965794989,-86.9564869920196,43.51,Moderate,6,1
2025-05-14 12:17:31.747,-90.707096455845,0,86.968552196677,15.8241900497858,5G,-88.7442442038319,-100.348014113336,-89.4219385734468,33.63,Moderate,153,1
2025-05-14 12:20:38.957,-98.8982733148403,0,4.77994024322246,72.6747952528826,4G,-96.1343199403773,-106.659785501786,-98.7548809026671,38.9,Moderate,1,1
2025-05-14 12:26:53.377,-97.0919455634268,0,66.1394442077622,16.0524986194967,5G,-98.96090496112,-103.310004141786,-98.0240026531617,33.97,Moderate,149,1
2025-05-14 12:30:00.587,-95.2016350202716,0,7.26196915744825,96.1398890872982,4G,-99.8895280994167,-101.949285488663,-93.4903255615386,37.65,Moderate,1,1
2025-05-14 12:42:29.428,-89.665565541026,0,4.60788559078927,66.1394685903046,4G,-90.0447654482812,-96.7177883443641,-87.2547868313921,29.17,Moderate,6,1
2025-05-14 12:45:36.638,-93.7763162169847,0,5.41354070857486,91.0912896579183,4G,-95.4192166614867,-100.814798144808,-92.6910561994301,10.61,Low,6,0
2025-05-14 12:54:58.269,-84.1210142706558,0,3.40459716707593,65.2866962229325,4G,-88.6302422461284,-93.8126726889508,-86.3562780519799,33.66,Moderate,6,1
2025-05-14 12:58:05.479,-87.9787969405394,0,4.03081122379962,70.535543569553,4G,-88.1169516826663,-93.4547369021874,-89.4343464951278,49.23,Moderate,6,1
2025-05-14 13:01:12.689,-93.4257020538884,0,76.4290273650936,30.4927717903408,5G,-96.923279651424,-98.9686619560309,-93.550400202205,44.26,Moderate,149,1
2025-05-14 13:04:19.899,-98.8819752279653,0,93.5324177313067,10.8337043619538,5G,-95.3919536086481,-106.309671043455,-100.593499916119,44.65,Moderate,149,1
2025-05-14 13:07:27.110,-105.642141433424,0,78.5313087556871,44.5469876727234,5G,-110.403441337877,-115.073334525542,-102.913116118738,47.36,Moderate,44,1
2025-05-14 13:13:41.530,-88.1726745351006,0,5.50570441429375,50.4172644422099,4G,-92.7333727171287,-93.9092663870363,-88.7126044912341,35.89,Moderate,6,1
2025-05-14 13:26:10.371,-99.0058032878888,0,56.8635212651225,32.4942536445529,5G,-102.716811621585,-107.577066242931,-99.7893029006631,36.97,Moderate,48,1
2025-05-14 13:29:17.581,-102.040619288028,0,91.1622856426779,19.6646235539352,5G,-101.015181706783,-109.991283224102,-99.7979453009667,28.82,Moderate,48,1
2025-05-14 13:32:24.791,-82.2663937833754,0,13.8889689224155,32.0040632086422,5G,-79.4834039089259,-88.7482474835112,-80.6287120106924,31.84,Moderate,153,1
2025-05-14 13:38:39.211,-92.4993041317377,0,87.4008190511645,36.575931503116,5G,-92.5945194461576,-100.996893572779,-90.9396064228828,41.16,Moderate,149,1
2025-05-14 13:41:46.421,-96.5478153349206,0,7.31455910640864,98.755575649181,4G,-95.9620199932633,-106.178538004822,-96.1568001119395,47.04,Moderate,1,1
2025-05-14 13:51:08.052,-94.3619272049521,0,48.5334662802249,26.499806194848,5G,-94.9119993246993,-100.707449663562,-94.0615666575186,33.61,Moderate,149,1
2025-05-14 13:57:22.472,-93.2386328719509,0,5.06525148062286,99.06953879146,4G,-89.9821000003272,-99.9936850884807,-96.0799734039596,30.5,Moderate,1,1
2025-05-14 14:09:51.313,-85.6425681632527,0,7.54229488748063,90.4711867546593,4G,-90.4788836591638,-95.351217901789,-87.1523221847851,35.01,Moderate,6,1
2025-05-14 14:31:41.784,-95.6176174208022,0,19.0823047862342,44.8442199754187,5G,-93.5798681169801,-100.898685132772,-95.2009051526047,41.01,Moderate,44,1
2025-05-14 14:37:56.205,-98.3411853380078,0,48.4800018232077,43.9361288611534,5G,-103.265473865654,-104.916384994156,-100.020832589484,20.56,Low,48,0
2025-05-14 14:41:03.415,-95.2538735190311,0,5.4261272980016,98.8041187117416,4G,-98.8909029743935,-104.837209595405,-93.2330837703936,12.04,Low,6,0
2025-05-14 14:44:10.625,-87.5277808877837,0,8.23945577413275,75.5727482731829,4G,-87.4501322185943,-94.3056606395977,-89.6355924920231,29.49,Moderate,6,1
2025-05-14 14:47:17.835,-95.5688797196782,0,8.29926044039031,68.8795532474683,4G,-100.093729255181,-100.741769665213,-96.9411269153599,22.79,Low,6,0
2025-05-14 14:53:32.255,-89.6686064411975,0,70.9142189771938,20.8098977391085,5G,-87.1930410707807,-97.727060188411,-90.3759197322204,29.92,Moderate,153,1
2025-05-14 14:56:39.466,-90.697047034134,0,3.667863044108,82.3959478048304,4G,-88.641051037556,-97.8553736722767,-91.7042753807969,33.52,Moderate,6,1
2025-05-14 15:06:01.096,-96.9048562275792,0,41.6910001757404,45.7412066801154,5G,-100.826674338873,-106.672467205219,-97.8208316145906,30.47,Moderate,48,1
2025-05-14 15:15:22.727,-87.512316461608,0,9.96359142386134,52.5060197313104,4G,-84.2065154881026,-95.1110275912389,-86.7860650666544,49.52,Moderate,6,1
2025-05-14 15:21:37.147,-96.4555384086471,0,6.5106313147091,80.2735037779698,4G,-94.4401042111284,-104.764627025765,-93.5577136080458,38.27,Moderate,1,1
2025-05-14 15:24:44.357,-98.0861440487972,0,48.244720552392,41.1127312153598,5G,-97.4643757678273,-104.929240570568,-95.5296881080832,38.0,Moderate,48,1
2025-05-14 15:30:58.777,-86.1286007352633,0,9.00992392883114,85.1386149074431,4G,-83.4346240018622,-95.5152537371291,-88.8331536583481,41.22,Moderate,6,1
2025-05-14 15:37:13.198,-95.2437559673193,0,91.6456752756975,31.9938437712699,5G,-93.1106354399093,-103.988042155951,-93.1858734160321,23.61,Low,153,0
2025-05-14 15:46:34.828,-85.9658388115936,0,3.51056798011568,92.9865063758397,4G,-83.8159461360599,-92.7357657841324,-83.1142246390364,45.39,Moderate,6,1
2025-05-14 15:52:49.249,-93.9706728405353,0,23.1821244202694,49.4229475679686,5G,-93.0972008811411,-100.062198536837,-93.5901677413252,34.24,Moderate,48,1
2025-05-14 15:55:56.459,-96.2510627752976,0,33.8636028320072,13.1686410677813,5G,-96.7735061542262,-105.156810247229,-96.9756376825097,41.7,Moderate,48,1
2025-05-14 15:59:03.669,-96.0592452246397,0,4.20541663587124,62.7732969486351,4G,-96.132160937673,-105.74072202263,-96.9431514621954,24.28,Low,6,0
2025-05-14 16:02:10.879,-104.396135400383,0,35.8686553244646,43.5402730657018,5G,-102.753957629383,-112.911873050569,-104.376755639641,19.46,Low,44,0
2025-05-14 16:11:32.510,-89.6525174030616,0,8.99410784011073,92.5695847679046,4G,-84.8510814571938,-95.054751444571,-88.2573266980088,43.18,Moderate,6,1
2025-05-14 16:14:39.720,-85.8917928275322,0,3.72055327968321,62.0703404040689,4G,-86.9353164504735,-92.4797484533021,-88.4416892104592,38.76,Moderate,6,1
2025-05-14 16:24:01.350,-94.6125804759834,0,25.2299399151623,16.4702237006861,5G,-92.0099831766206,-104.275990759654,-93.4971371391722,25.98,Moderate,149,1
2025-05-14 16:27:08.561,-88.0248632036537,0,8.67072993630606,86.6915008737812,4G,-83.7708315994225,-97.6827737676036,-87.6930813696093,26.3,Moderate,6,1
2025-05-14 16:42:44.611,-91.5852122155933,0,21.0213495452954,26.1447814168011,5G,-90.3337649702792,-99.084498811271,-89.536695146826,46.25,Moderate,48,1
2025-05-14 16:45:51.822,-102.184732999853,0,8.12019382642077,87.1513630557284,4G,-105.804251717307,-108.918707729915,-102.866614826999,23.11,Low,1,0
2025-05-14 16:58:20.662,-91.9554933585575,0,53.2957696618524,36.1073053342037,5G,-94.611494912041,-99.3393697274606,-91.0109197136993,51.43,High,149,1
2025-05-14 17:13:56.713,-84.0475606751582,0,3.07517748706864,91.3713065187929,4G,-81.0491726822234,-92.9621352428675,-86.51130246148,25.99,Moderate,6,1
2025-05-14 17:17:03.923,-89.945023000038,0,63.4660908646909,21.4556830264351,5G,-89.326507236088,-96.5203188316898,-90.8491791880112,41.38,Moderate,153,1
2025-05-14 17:20:11.134,-95.5952958181742,0,9.781620745652,60.0824894775062,4G,-99.0480012635476,-103.46661292366,-94.1548182972127,31.71,Moderate,6,1
2025-05-14 17:23:18.344,-93.3931868242411,0,92.5878827269319,20.5985652508358,5G,-90.1829477722155,-102.464018436326,-95.9862508725636,41.03,Moderate,153,1
2025-05-14 17:32:39.974,-96.3454096091378,0,63.8626744681644,29.7025026514807,5G,-94.1128012588952,-104.630433073661,-99.1004731038872,29.56,Moderate,149,1
2025-05-14 17:35:47.184,-91.1449268542661,0,3.2386628705961,96.05204272955,4G,-90.4567510450502,-99.7222584071349,-93.0286993039356,33.37,Moderate,6,1
2025-05-14 17:38:54.395,-91.4711625601185,0,4.31862394041123,75.4428650000414,4G,-87.5374814742557,-99.826946416662,-89.5042737122406,35.41,Moderate,6,1
2025-05-14 17:42:01.605,-93.8874833976751,0,43.890243156871,39.8826238382215,5G,-93.2373759045608,-100.393003312436,-93.3117158426466,24.98,Low,149,0
2025-05-14 17:48:16.025,-88.0258100891783,0,40.4345632518865,36.2848448744197,5G,-90.3993589716252,-95.8958063033527,-85.035215059426,42.41,Moderate,149,1
2025-05-14 18:03:52.076,-94.7464393872314,0,20.3103331394232,20.0467657995946,5G,-94.773709188045,-103.008950109596,-93.4831045098224,29.87,Moderate,48,1
2025-05-14 18:06:59.286,-92.2090023845511,0,7.31713693154898,99.4188084014493,4G,-89.6431349765831,-101.603281574365,-89.26211963227,32.71,Moderate,6,1
2025-05-14 18:13:13.706,-95.9729500486553,0,5.60749193642388,83.6699955185524,4G,-93.3299532070307,-103.083181433068,-94.8988433110906,25.06,Moderate,1,1
2025-05-14 18:16:20.917,-99.4728816788158,0,37.2141087627629,10.019527462771,5G,-101.844434160651,-108.741365537302,-102.460981664546,9.38,Low,48,0
2025-05-14 18:22:35.337,-88.6954852589585,0,7.65762480515311,97.6301870972127,4G,-93.0678219031728,-97.6125178626175,-87.320270059382,33.09,Moderate,6,1
2025-05-14 18:28:49.757,-98.3626123213692,0,84.0516773824311,15.3950035330154,5G,-95.9836748138196,-106.242489922867,-101.322932684721,59.13,High,48,1
2025-05-14 18:38:11.388,-89.4878228147015,0,8.14614795552801,80.5887345614786,4G,-88.1543740379312,-98.5616709089539,-89.4524446617012,42.85,Moderate,6,1
2025-05-14 18:47:33.018,-92.0705549493671,0,93.0473793601289,22.395783849507,5G,-88.2539392276149,-97.7515461238718,-92.3828028205816,34.81,Moderate,153,1
2025-05-14 18:50:40.229,-90.1435940288938,0,11.9685197853584,33.1200663489049,5G,-90.7878966663041,-96.9040955678579,-87.3359317830191,32.37,Moderate,149,1
2025-05-14 18:56:54.649,-84.8636901765182,0,3.09468697904809,63.367833719177,4G,-82.1238646277015,-92.8518263251813,-86.2685729400363,35.22,Moderate,6,1
2025-05-14 19:06:16.279,-95.0625015874569,0,35.9343520995894,48.7059595352453,5G,-91.507179232763,-100.549671397559,-95.112271360043,40.47,Moderate,48,1
2025-05-14 19:28:06.751,-104.244616362474,0,65.8003078883315,12.8461606929909,5G,-107.586690559754,-112.491960297407,-105.878035408051,23.19,Low,48,0
2025-05-14 19:34:21.171,-92.2756839349251,0,50.0635797790176,49.5180450988227,5G,-89.3428582105882,-100.810066874284,-95.1179996840241,46.14,Moderate,48,1
2025-05-14 19:37:28.381,-90.8458300834665,0,3.99265781032174,70.015767761812,4G,-92.929848838596,-95.8728727790403,-91.5906303165802,42.15,Moderate,6,1
2025-05-14 19:40:35.591,-85.818863208568,0,9.67050905944012,92.5958690444451,4G,-82.0008656548116,-95.8046197571939,-86.6453200960283,42.18,Moderate,6,1
2025-05-14 19:49:57.222,-88.2056771576635,0,23.4165598569961,16.1893060097041,5G,-87.7511367772717,-95.2548914009621,-90.6779633748548,39.38,Moderate,149,1
2025-05-14 20:02:26.063,-93.7016279330099,0,6.38626785913408,63.6429565587097,4G,-89.5013439946232,-99.5781094847975,-93.777110558437,35.2,Moderate,6,1
2025-05-14 20:08:40.483,-93.9188868390493,0,19.5564215312221,31.3737855778295,5G,-90.3081812279266,-103.054969152479,-94.1691862592612,41.73,Moderate,48,1
2025-05-14 20:14:54.903,-93.8965025560532,0,75.9879953691647,46.9403818633328,5G,-92.6572707179465,-102.710767155958,-96.0590174168497,40.92,Moderate,149,1
2025-05-14 20:21:09.324,-92.2056815456136,0,5.39691583709995,57.6877636844475,4G,-96.9605827713702,-97.5566724693458,-90.7688475980837,31.46,Moderate,6,1
2025-05-14 20:24:16.534,-101.90257392902,0,33.1625678886336,38.8867452689799,5G,-101.021283661238,-111.043366082588,-103.292797868582,29.26,Moderate,44,1
2025-05-14 20:27:23.744,-99.8136879750121,0,25.5707152497183,31.0531153148115,5G,-103.065856464196,-107.214560244263,-98.3903892341692,36.02,Moderate,44,1
2025-05-14 20:30:30.954,-92.3192712938418,0,7.60401962276203,93.2229386102754,4G,-90.3605564185609,-100.581072258106,-94.6197963103077,50.49,High,1,1
2025-05-14 20:36:45.374,-98.783319531838,0,7.99846868272777,58.5017974172616,4G,-94.8065922668976,-107.344143623932,-98.6715855717408,22.61,Low,1,0
2025-05-14 20:39:52.585,-93.1083452847644,0,3.72986507923077,98.4371731409909,4G,-88.5501609120375,-99.0107797528703,-90.2255703930895,20.32,Low,6,0
